"uuid","grsf_name","grsf_semantic_id","short_name","type","status","parent_areas","sdg_flag","jurisdictional_distribution","firms_code","ram_code","fishsource_code","FAO_SDG14_4_1_questionnaire_code"
"51adec97-42cc-34ad-b341-ce36e1da1d38","Genypterus blacodes - Pink cusk eel Southern Chile","asfis:CUS+grsf:CHL_EEZ_SPDA_CUS","Pink cusk-eel Southern Chile","assessment unit","approved","fao:87","true",,,"PCEELSCH","1686","sdg-chl-7"
"092abe4e-2f37-34e8-b6ae-b43fc8f19ecd","Oncorhynchus gorbuscha - Pink salmon Ch/Vedder","asfis:PIN+grsf:Canada_DFO_CHV","Pink Salmon Ch/Vedder","assessment unit","approved","fao:67","false",,,"PSALMCHV",,
"8498af39-12fa-34cf-a052-907f824c1cfd","Euthynnus affinis - Philippines FMA 11","asfis:KAW+phl_fma:11","Kawakawa - Philippines FMA 4","marine resource","approved","fao:71","false",,,,"2573",
"d4a631f4-e566-3e07-bbd3-25faa16851d5","Palinurus gilchristi - Indian Ocean, West / 51.8","asfis:SLS+fao:51.8","Southern spiny lobster - South Africa Eastern","assessment unit","approved","fao:58;fao:51;fao:47","false","Shared between nations","13554",,,
"f83090db-834e-3880-801a-1bae874f0801","Panulirus ornatus - Kenya","asfis:NUR+eez:KEN","Rock and spiny lobsters - Kenya","assessment unit","approved",,"false","Straddling between High Seas and EEZ","13368",,,
"a822ba5e-d414-3be3-8699-be923f12d606","Merlangius merlangus - Skagerrak and Kattegat (Division 27.3.a)","asfis:WHG+fao:27.3.a","Whiting - Skagerrak and Kattegat","assessment unit","approved","fao:27","false",,"10367","WHITIIIa","1510","sdg-dnk-nor-swe-3"
"bbe8ce65-520f-3b86-907e-b2586c466e9e","Merlangius merlangus - Western English Channel (Division 27.7.e) - Porcupine Bank (Division 27.7.c) - West of Ireland (Division 27.7.b) - Celtic Sea South (Division 27.7.h) - Celtic Sea North (Division 27.7.g) - Bristol Channel (Division 27.7.f) - Southwest of Ireland - West (Division 27.7.k) - Southwest of Ireland - East (Division 27.7.j)","asfis:WHG+fao:27.7.b;fao:27.7.c;fao:27.7.e;fao:27.7.f;fao:27.7.g;fao:27.7.h;fao:27.7.j;fao:27.7.k","Whiting - West of Ireland, Porcupine Bank, Western English Channel, Bristol Channel, Celtic Sea and Southwest of Ireland","assessment unit","approved","fao:27","false",,"10422","WHITVIIbce-k","1377","sdg-bel-fra-gbr-irl-3"
"19b649d4-7f44-3eb5-a729-558834121403","Solea solea - Celtic Sea South (Division 27.7.h) - Southwest of Ireland - West (Division 27.7.k) - Southwest of Ireland - East (Division 27.7.j)","asfis:SOL+fao:27.7.h;fao:27.7.j;fao:27.7.k","Sole - Celtic Sea South and Southwest of Ireland","assessment unit","approved","fao:27","false",,"10432","SOLEVIIh-k","767","sdg-bel-fra-gbr-irl-1"
"42782f1c-7e36-39f3-ae39-ded7c40278e0","Scophthalmus rhombus - Western English Channel (Division 27.7.e) - Eastern English Channel (Division 27.7.d) - Skagerrak and Kattegat (Division 27.3.a) - North Sea (Subarea 27.4)","asfis:BLL+fao:27.3.a;fao:27.4;fao:27.7.d;fao:27.7.e","Brill - North Sea, Skagerrak, Kattegat and English Channel","assessment unit","approved","fao:27","false",,"13697","BRILLIIIa-IV-VIIde","750","sdg-bel-deu-dnk-fra-gbr-nld-nor-swe-2"
"461a4be8-7f61-38ff-bc34-b888e55ee645","Merluccius bilinearis - Atlantic, Northwest / 21.4.V - Atlantic, Northwest / 21.4.W - Atlantic, Northwest / 21.4.X","asfis:HKS+fao:21.4.V;fao:21.4.W;fao:21.4.X","Silver hake Scotian Shelf and Bay of Fundy","assessment unit","approved","fao:21","false",,,"SHAKE4VWX","1696","sdg-can-23"
"6df568f2-4bd2-355a-89f2-63eecdf675b7","Lophius americanus - Atlantic, Northwest / 21.3.P.s - Atlantic, Northwest / 21.3.N - Atlantic, Northwest / 21.3.O - Atlantic, Northwest / 21.3.L","asfis:ANG+fao:21.3.L;fao:21.3.N;fao:21.3.O;fao:21.3.P.s","American angler - Newfoundland Grand Banks","assessment unit","approved","fao:21","false",,,"MONK3LNOPs","1394",
"ac50cdbf-4824-3f55-b28a-7ac01d3e2121","Merluccius paradoxus - South coast of South Africa assessment area - West coast of South Africa assessment area","asfis:HKO+grsf:zaf_sc;grsf:zaf_wc","Deep-water cape hake South Africa","assessment unit","approved","fao:51;fao:47","false",,,"DEEPCHAKESA","1018",
"b6cf4e2b-414d-3825-8a7e-11774c10759b","Seriola dumerili - Gulf of Mexico - Reef Fish EFH","asfis:AMB+usa_efh_gfmc:ReefFish","Greater amberjack Gulf of Mexico","assessment unit","approved","fao:31","false",,,"GRAMBERGM","1027",
"2a636ae3-b8f8-3b6f-ac92-0abe6bfa3993","Arctica islandica - Mid-Atlantic - Ocean Quahog EFH","asfis:CLQ+usa_efh_mafmc:OceanQuahog","Ocean quahog Atlantic Coast","assessment unit","approved","fao:21","false",,,"QUAHATLC","1680",
"e475fd3c-e342-3e1f-9171-cedabe8022b3","Pollachius virens - 21.5.Zu - Atlantic, Northwest / 21.5.Y","asfis:POK+fao:21.5.Y;fao:21.5.Zu","Pollock NAFO-5YZ","assessment unit","approved","fao:21","false",,,"POLL5YZ","1990",
"f5a946a0-4026-3dc6-b9cf-b5d5da4a2edb","Nemadactylus macropterus - Western half of Southeast Australia","asfis:TAK+grsf:Australia_AFMA_WSE","Jackass morwong Western half of Southeast Australia","assessment unit","approved","fao:57","false",,,"MORWONGWSE","1912",
"b4ce734d-2dc3-36bf-8cc2-b382a34b0ced","Merlangius merlangus - Eastern English Channel (Division 27.7.d) - North Sea (Subarea 27.4)","asfis:WHG+fao:27.4;fao:27.7.d","Whiting - North Sea, Eastern English Channel","assessment unit","approved","fao:27","true",,"10368","WHITNS-VIId","1998","sdg-bel-deu-dnk-fra-gbr-nor-nld-swe-1"
"507adcc7-04b6-3026-9176-dd29ca226129","Pleuronectes platessa - Celtic Sea North (Division 27.7.g) - Bristol Channel (Division 27.7.f)","asfis:PLE+fao:27.7.f;fao:27.7.g","European Plaice ICES VIIf-g","assessment unit","approved","fao:27","false",,"10424","PLAICCELT","1748","sdg-bel-fra-gbr-irl-nld-1"
"7e08e45e-432b-35dd-8d25-afc984280a28","Sardina pilchardus - Bay of Biscay - South (Division 27.8.c) - Portuguese Waters - East (Division 27.9.a)","asfis:PIL+fao:27.8.c;fao:27.9.a","Sardine - Bay of Biscay and Iberian Basin","assessment unit","approved","fao:34;fao:27;fao:37","false",,"10455","SARDPVIIIc-IXa","778","sdg-esp-fra-prt-4"
"8acb8673-948a-3c04-a545-85cfd023bccb","Scophthalmus maximus - Sound (Subdivision 27.3.b.23) - Southern Central Baltic - East (Subdivision 27.3.d.26) - Southern Central Baltic - West (Subdivision 27.3.d.25) - East of Gotland or Gulf of Riga (Subdivision 27.3.d.28) - West of Gotland (Subdivision 27.3.d.27) - Gulf of Finland (Subdivision 27.3.d.32) - Baltic West of Bornholm (Subdivision 27.3.d.24) - Belt Sea (Subdivision 27.3.c.22) - Bothnian Bay (Subdivision 27.3.d.31) - Bothnian Sea (Subdivision 27.3.d.30) - Archipelago Sea (Subdivision 27.3.d.29)","asfis:TUR+fao:27.3.b.23;fao:27.3.c.22;fao:27.3.d.24;fao:27.3.d.25;fao:27.3.d.26;fao:27.3.d.27;fao:27.3.d.28;fao:27.3.d.29;fao:27.3.d.30;fao:27.3.d.31;fao:27.3.d.32","Turbot - Baltic Sea","assessment unit","approved","fao:27","true",,"10476","TUR2232","1364","sdg-deu-dnk-est-fin-ltu-lva-pol-swe-rus-1"
"5998c678-36bd-30e6-818f-af0df7fe7db5","Scomber scombrus - Skagerrak and Kattegat (Division 27.3.a) - 27.3.b - East Greenland (Subarea 27.14) - Faroes Grounds (Division 27.5.b) - Baltic Sea (Division 27.3.d) - North of Azores (Subarea 27.12) - Norwegian Sea (Division 27.2.a) - Rockall, Northwest Coast of Scotland and North Ireland (Subarea 27.6) - Bay of Biscay - Offshore (Division 27.8.d) - Irish Sea, West of Ireland, Porcupine Bank, Eastern and Western English Channel, etc (Subarea 27.7) - West of Bay of Biscay (Division 27.8.e) - Bay of Biscay - North (Division 27.8.a) - North Sea (Subarea 27.4) - Portuguese Waters - East (Division 27.9.a) - Bay of Biscay - Central (Division 27.8.b) - Bay of Biscay - South (Division 27.8.c)","asfis:MAC+fao:27.12;fao:27.14;fao:27.2.a;fao:27.3.a;fao:27.3.b;fao:27.3.d;fao:27.4;fao:27.5.b;fao:27.6;fao:27.7;fao:27.8.a;fao:27.8.b;fao:27.8.c;fao:27.8.d;fao:27.8.e;fao:27.9.a","Mackerel ICES Northeast Atlantic","assessment unit","approved","fao:34;fao:21;fao:27;fao:37;fao:18","false",,"10484","MACKNEICES","692","sdg-bel-deu-dnk-esp-est-fra-fro-gbr-grl-irl-isl-ltu-lva-nld-nor-pol-prt-rou-rus-swe-1"
"c4f69e43-5f31-3025-944a-c00dca3c61d3","Nephrops norvegicus - Celtic Sea North (Division 27.7.g) - Southwest of Ireland - East (Division 27.7.j) - Irish Sea (Division 27.7.a) - Ireland SW and SE coast","asfis:NEP+fao:27.7.a;fao:27.7.g;fao:27.7.j;ices_fu_nep:19","Norway lobster - West European Basin (Ireland SW and SE coast)","assessment unit","approved","fao:27","true",,"13446","NEPHFU19","2676","sdg-fra-gbr-irl-2"
"03c0241d-2b9a-3404-b226-eb3495830d3f","Nephrops norvegicus - Botney Gut - Silver Pit - Southern North Sea (Division 27.4.c) - Central North Sea (Division 27.4.b)","asfis:NEP+fao:27.4.b;fao:27.4.c;ices_fu_nep:5","Norway lobster - Botney Gut and Silver Pit","assessment unit","approved","fao:27","true",,"13453","NEPHFU5","1161","sdg-bel-deu-dnk-gbr-nld-1"
"5cc04923-65d7-3858-a933-1151277da96a","Brosme brosme - East Greenland (Subarea 27.14) - Iceland Grounds (Division 27.5.a)","asfis:USK+fao:27.14;fao:27.5.a","Tusk - Iceland and Reykjanes Ridge","assessment unit","approved","fao:21;fao:27;fao:18","true",,"13473","CUSKVa-XIV","1366","sdg-isl-6"
"d178bac6-c8a0-3779-a91e-e5f1d9ead89c","Microstomus kitt - Eastern English Channel (Division 27.7.d) - Skagerrak and Kattegat (Division 27.3.a) - North Sea (Subarea 27.4)","asfis:LEM+fao:27.3.a;fao:27.4;fao:27.7.d","Lemon sole - North Sea, Skagerrak, Kattegat and Eastern English Channel","assessment unit","approved","fao:27","false",,"13700","LSOLEIIIa-IV-VIId","1488","sdg-bel-deu-dnk-fra-gbr-nld-nor-swe-1"
"c6d39da0-7c32-3d34-a272-0a435a2ff69b","Ammodytes spp - Skagerrak (Subdivision 27.3.a.20) - Sandeel area 3r - Central North Sea (Division 27.4.b) - Northern North Sea (Division 27.4.a)","asfis:SAN+fao:27.3.a.20;fao:27.4.a;fao:27.4.b;ices_sa:3r","Sandeel - Skagerrak, Northern and Central North Sea (Sandeel Area 3r)","assessment unit","approved","fao:27","true",,"13869","SEELNSSA3","1972","sdg-deu-dnk-nor-swe-1"
"7febfe97-2952-3392-bde2-dfc48d754ff5","Makaira nigricans - Indian Ocean, Western - Indian Ocean, Eastern","asfis:BUM+fao:51;fao:57","Blue marlin - Indian Ocean","assessment unit","approved","fao:58;fao:81;fao:51;fao:57;fao:71;fao:47","false","Highly migratory","10037","BMARLINIO","729",
"cf401d88-6c56-3cff-b47d-c01ec4bdf393","Octopus vulgaris - Atlantic, East central / 34.3.12","asfis:OCC+fao:34.3.12","Common octopus - Senegal and Gambia","assessment unit","approved","fao:34","false","Shared between nations","10133","OCTONWASEN_GMB","2238",
"d6cb3ea4-2fe2-3b47-adab-1435ce2053ed","Reinhardtius hippoglossoides - Atlantic, Northwest / 21.3.K - Atlantic, Northwest / 21.2 - Atlantic, Northwest / 21.3.N - Atlantic, Northwest / 21.3.O - Atlantic, Northwest / 21.3.L - Atlantic, Northwest / 21.3.M","asfis:GHL+fao:21.2;fao:21.3.K;fao:21.3.L;fao:21.3.M;fao:21.3.N;fao:21.3.O","Greenland halibut - Labrador Shelf, Northeast Newfoundland Shelf, Northern Grand Bank","assessment unit","approved","fao:21;fao:27;fao:18","false","Straddling between High Seas and EEZ","10311","GHAL23KLMNO","1215",
"3a743161-1597-39a7-8eba-5a239c5e589e","Hippoglossoides platessoides - Atlantic, Northwest / 21.3.N - Atlantic, Northwest / 21.3.O - Atlantic, Northwest / 21.3.L","asfis:PLA+fao:21.3.L;fao:21.3.N;fao:21.3.O","American Plaice - Grand Bank","assessment unit","approved","fao:21","false","Straddling between High Seas and EEZ","10314","AMPL3LNO","1008",
"d730a557-25ae-33f4-afdb-c5bf7f710044","Pollachius virens - Faroes Grounds (Division 27.5.b)","asfis:POK+fao:27.5.b","Saithe - Faroese waters","assessment unit","approved","fao:27","false",,"10361","POLLFAPL","1988",
"804d5619-b7f8-3b25-a1b6-8711c0d5c073","Scophthalmus rhombus - Sound (Subdivision 27.3.b.23) - Southern Central Baltic - East (Subdivision 27.3.d.26) - Southern Central Baltic - West (Subdivision 27.3.d.25) - East of Gotland or Gulf of Riga (Subdivision 27.3.d.28) - West of Gotland (Subdivision 27.3.d.27) - Gulf of Finland (Subdivision 27.3.d.32) - Baltic West of Bornholm (Subdivision 27.3.d.24) - Belt Sea (Subdivision 27.3.c.22) - Bothnian Bay (Subdivision 27.3.d.31) - Bothnian Sea (Subdivision 27.3.d.30) - Archipelago Sea (Subdivision 27.3.d.29)","asfis:BLL+fao:27.3.b.23;fao:27.3.c.22;fao:27.3.d.24;fao:27.3.d.25;fao:27.3.d.26;fao:27.3.d.27;fao:27.3.d.28;fao:27.3.d.29;fao:27.3.d.30;fao:27.3.d.31;fao:27.3.d.32","Brill - Baltic Sea","assessment unit","approved","fao:27","false",,"10477","BRILL2232","2046",
"022cd7ee-1ca8-3e6c-ae97-6e5dd1fcc14e","Nephrops norvegicus - Firth of Clyde + Sound of Jura - Northwest Coast of Scotland and North Ireland or as the West of Scotland (Division 27.6.a)","asfis:NEP+fao:27.6.a;ices_fu_nep:13","Norway lobster - West of Scotland, Firth of Clyde and Sound of Jura","assessment unit","approved","fao:27","false",,"13441","NEPHFU13","1164",
"89173249-ebfc-379f-842d-067b13c502f4","Hippoglossus hippoglossus - 21.5.Zu - Atlantic, Northwest / 21.5.Y","asfis:HAL+fao:21.5.Y;fao:21.5.Zu","Atlantic Halibut NAFO-5YZ","assessment unit","approved","fao:21","false",,,"ATHAL5YZ","1064",
"5d5ebb0a-a973-3d8b-8c17-e36f25c9f3d8","Engraulis anchoita - Argentine anchoita Northern Argentina assessment area","asfis:ANA+grsf:ARG_EEZ_N_ANA","Argentine anchoita Northern Argentina","assessment unit","approved","fao:41","false",,,"ARGANCHONARG","1564",
"98bd8b6d-8cf4-3a74-88e9-ac0c668197e5","Mactromeris polynyma - Atlantic, Northwest / 21.3.L - Atlantic, Northwest / 21.3.N - Atlantic, Northwest / 21.3.O","asfis:IFM+fao:21.3.L;fao:21.3.N;fao:21.3.O","Arctic surfclam Grand Bank","assessment unit","approved","fao:21","false",,,"ARCSURFGB","2198",
"89444697-747b-394e-a40f-7b4a02665b01","Placopecten magellanicus - Atlantic, Northwest / 21.3.P.s","asfis:SCA+fao:21.3.P.s","Sea scallop St. Pierre Bank","assessment unit","approved","fao:21","false",,,"SCALL3Ps","652",
"e8353ac7-d6ca-3f6f-a40d-a95c6dc733a7","Gadus morhua - FAO SUBUNIT 21.5.Y.b - Atlantic, Northwest / 21.4.X","asfis:COD+fao:21.4.X;fao:21.5.Y.b","Atlantic cod Western Scotian Shelf, Bay of Fundy and Gulf of Maine","assessment unit","approved","fao:21","false",,,"COD4X5Yb","1728",
"efa1f187-1800-3600-b22d-fe2034cb3cce","Atheresthes stomias - North Pacific - Arrowtooth Flounder (Aleutian Islands) EFH - North Pacific - Arrowtooth Flounder (Eastern Bering Sea) EFH","asfis:ARF+usa_efh_npfmc:ArrowtoothFlounder(AleutianIslands);usa_efh_npfmc:ArrowtoothFlounder(EasternBeringSea)","Arrowtooth flounder Bering Sea and Aleutian Islands","assessment unit","approved","fao:61;fao:67","false",,,"ARFLOUNDBSAI","674",
"d9af95d0-ccb9-3020-a095-7188c553af48","Merluccius polli - Atlantic, East central / 34.1.12 - Atlantic, East central / 34.1.11 - Atlantic, East central / 34.1.13 - Atlantic, East central / 34.1.31","asfis:HKB+fao:34.1.11;fao:34.1.12;fao:34.1.13;fao:34.1.31","Benguela hake - North of Central Eastern Atlantic","assessment unit","approved","fao:34;fao:27;fao:37","false",,,"BHAKECWAAGO","2388",
"dfba0263-0ac0-3119-a8a8-e45ba8c51cbb","Sebastes mentella - Fisheries and Oceans Redfish Stock Assessment Units - Fisheries and Oceans Redfish Stock Assessment Units","asfis:REB+can_dfo_rsau:1;can_dfo_rsau:2","Beaked redfish - Gulf of St. Lawrence & Laurentian Channel","assessment unit","approved","fao:21","false",,,"REDDEEPUT12","1734",
"1972e4a1-3796-356f-b4f8-d8f5de26ec31","Pandalus borealis - Canadian Shrimp Fishing Area SFA 5","asfis:PRA+can_dfo_sfa_shp:5","Northern prawn - Labrador","assessment unit","approved","fao:21","false",,,"PANDALSFA5","2140",
"2f0ea947-a38d-3118-81b8-65acd5fc2bbb","Melanogrammus aeglefinus - Atlantic, Northwest / 21.5.Y - Atlantic, Northwest / 21.4.X","asfis:HAD+fao:21.4.X;fao:21.5.Y","Haddock NAFO-4X5Y","assessment unit","approved","fao:21","false",,,"HAD4X5Y","1351",
"15b8e2c5-f1fa-3123-863b-a31c25263824","Sardinella aurita - Small Pelagics CECAF area North - Cape Spartel to Safi - CECAF - Morocco - Mauritania - Gambia - Senegal","asfis:SAA+cecaf:N;rfb:CECAF;wja:GMB;wja:MAR;wja:MRT;wja:SEN","Round sardinella - NW Africa","assessment unit","approved","fao:31;fao:34;fao:41;fao:27;fao:37;fao:47","false",,,"RSARDNWA","2241",
"f3091ebd-5371-397e-bfa1-be09fc06aea8","Sebastes alutus - Pacific - Groundfish EFH","asfis:OPP+usa_efh_pfmc:Groundfish","Pacific ocean perch Pacific Coast","assessment unit","approved","fao:67;fao:77","false",,,"POPERCHPCOAST","1948",
"a52bb90f-1adb-333b-96fa-f5ea8cdfdff3","Thunnus orientalis - Pacific, Northeast - Pacific, Northwest - Pacific, Southwest - Pacific, Western Central - Pacific, Southeast - Pacific, Eastern Central","asfis:PBF+fao:61;fao:67;fao:71;fao:77;fao:81;fao:87","Pacific bluefin tuna Pacific Ocean","assessment unit","approved","fao:88;fao:61;fao:67;fao:48;fao:81;fao:58;fao:41;fao:57;fao:87;fao:77;fao:71;fao:18","false",,,"PACBTUNA","1141",
"63476054-4ee1-3ab7-9336-73ba6a6dd779","Katsuwonus pelamis - Western Central Pacific Skipjack Tuna","asfis:SKJ+wcpfc:SKJ-01","Skipjack tuna - Western and Central Pacific Ocean","assessment unit","approved","fao:61;fao:67;fao:71;fao:77","false",,,"SKJCWPAC","1041",
"41fa92c6-a1fd-315e-b0af-87a625c17fbd","Clupea harengus - Iceland Grounds (Division 27.5.a)","asfis:HER+fao:27.5.a","Herring - Iceland","assessment unit","approved","fao:27","true",,"10352","HERRIsum",,"sdg-isl-9"
"e38ab7d8-e889-3dee-8fc4-17d8664abddd","Mallotus villosus - East Greenland (Subarea 27.14) - Norwegian Sea (Division 27.2.a) - Iceland and Faroes Grounds (Subarea 27.5)","asfis:CAP+fao:27.14;fao:27.2.a;fao:27.5","Capelin IIa-V-XIV","assessment unit","approved","fao:21;fao:27;fao:18","true",,"10353","CAPEIIa-V-XIV",,"sdg-fro-grl-isl-nor-1"
"a42e20a7-acac-348f-981e-82c6af35b2c6","Gadus morhua - Irish Sea (Division 27.7.a)","asfis:COD+fao:27.7.a","Cod - Irish Sea","assessment unit","approved","fao:27","false",,"10417","CODIS",,"sdg-bel-esp-fra-gbr-irl-nld-1"
"6213bbb4-2d56-3267-8ae3-b65d4fdb21df","Nephrops norvegicus - Bay of Biscay - Central (Division 27.8.b) - Bay of Biscay - North (Division 27.8.a) - Biscay South - Biscay North","asfis:NEP+fao:27.8.a;fao:27.8.b;ices_fu_nep:23;ices_fu_nep:24","Norway lobster - Bay of Biscay","assessment unit","approved","fao:27","true",,"10441","NEPHVIIIab",,"sdg-fra-5"
"03967d11-f2bd-3d8e-a9ef-af211100da93","Lepidorhombus whiffiagonis - Bay of Biscay - South (Division 27.8.c) - Portuguese Waters - East (Division 27.9.a)","asfis:MEG+fao:27.8.c;fao:27.9.a","Megrim - Bay of Biscay South and Portuguese Waters East","assessment unit","approved","fao:34;fao:27;fao:37","false",,"10451","MEG8c9a",,"sdg-esp-prt-3"
"55b5888a-3801-3598-86b7-e985616bb679","Sardina pilchardus - Aegean Sea","asfis:PIL+gfcm:22","Sardine - Aegean Sea","assessment unit","approved","fao:37","true",,"10549","SARDMEDGSA22",,"sdg-grc-tur-3"
"a493dbbb-4ab5-3fe1-8821-4c56f90b34c4","Mullus barbatus - Cyprus Island","asfis:MUT+gfcm:25","Red mullet - Cyprus Island","assessment unit","approved","fao:37","false",,"13621","RMULLMEDGSA25",,"sdg-cyp-2"
"a514ea22-ccd7-3301-812e-f6b3cc158ee4","Platichthys flesus - Skagerrak and Kattegat (Division 27.3.a) - North Sea (Subarea 27.4)","asfis:FLE+fao:27.3.a;fao:27.4","Flounder - North Sea, Skagerrak and Kattegat","assessment unit","approved","fao:27","true",,"13699","EFLOUNIIIa-IV",,"sdg-bel-deu-dnk-fra-gbr-nld-nor-2"
"02548ba4-e835-3b8b-8483-0ff3cc5ab213","Pollachius pollachius - Skagerrak and Kattegat (Division 27.3.a) - North Sea (Subarea 27.4)","asfis:POL+fao:27.3.a;fao:27.4","Pollack - North Sea, Skagerrak and Kattegat","assessment unit","approved","fao:27","true",,"13702","EPOLLIV-IIIa",,"sdg-bel-deu-dnk-fra-gbr-nld-nor-swe-3"
"25b255a4-d6a0-32c7-bd3f-a410e5f39987","Scyliorhinus canicula - Eastern English Channel (Division 27.7.d) - Skagerrak and Kattegat (Division 27.3.a) - North Sea (Subarea 27.4)","asfis:SYC+fao:27.3.a;fao:27.4;fao:27.7.d","Lesser-spotted dogfish - North Sea, Eastern English Channel, Skagerrak and Kattegat","assessment unit","approved","fao:27","false",,"13705","LSDOGIIIa-IV-VIId",,"sdg-bel-deu-dnk-fra-gbr-nld-2"
"6cdc0031-e9c4-34f7-ab2d-571b074c663e","Trachurus picturatus - Azores Grounds Non-NEAFC Regulatory Area (Subdivision 27.10.a.2)","asfis:JAA+fao:27.10.a.2","Blue jack mackerel - Azores Grounds","assessment unit","approved","fao:34;fao:27","true",,"13715","BJMACKXa2",,"sdg-prt-4"
"3c4b6d61-e440-36dc-a030-c4323fa9c63c","Dicentrarchus labrax - Bay of Biscay - Central (Division 27.8.b) - Bay of Biscay - North (Division 27.8.a)","asfis:BSS+fao:27.8.a;fao:27.8.b","Seabass - Bay of Biscay North and Central","assessment unit","approved","fao:27","true",,"13851","EBASSVIIIab",,"sdg-fra-6"
"2aed46a8-c345-32d4-bfb6-f23056b28033","Parapenaeus longirostris - Northern Alboran Sea","asfis:DPS+gfcm:1","Deep-water rose shrimp Northern Alboran Sea","assessment unit","approved","fao:37","true",,"13970","RSHRMPMEDGSA1",,"sdg-esp-22"
"02c872ca-3ec1-3682-9889-3b83e2ad6ad9","Parapenaeus longirostris - South Tirrenian Sea - 11 - Ligurian and North Tirrenian Sea","asfis:DPS+gfcm:10;gfcm:11;gfcm:9","Deep-water rose shrimp Geographical Sub-Areas 9-11","assessment unit","approved","fao:37","false",,"13973","RSHRMPMEDGSA9-11",,"sdg-ita-4"
"e404e0df-98a5-3fa9-9f89-3e6237e26589","Mullus barbatus - Northern Adriatic - Southern Adriatic","asfis:MUT+gfcm:17;gfcm:18","Red mullet Adriatic Sea","assessment unit","approved","fao:37","false",,"13986","RMULLMEDGSA17-18",,"sdg-alb-hrv-ita-mne-svn-3"
"8f0bc473-1d9b-3171-be51-913c6c2107f8","Parapenaeus longirostris - Northern Adriatic - Southern Adriatic - Western Ionian","asfis:DPS+gfcm:17;gfcm:18;gfcm:19","Deep-water rose shrimp Geographical Sub-Areas 17-19","assessment unit","approved","fao:37","false",,"13989","RSHRMPMEDGSA17-19",,"sdg-alb-hrv-ita-mne-svn-1"
"48c5d624-4bcb-3d69-b436-3888283c91b1","Austroglossus pectoralis - South coast of South Africa assessment area","asfis:SOE+grsf:zaf_sc","East coast sole South Africa South coast","assessment unit","approved","fao:51;fao:47","true",,,"ECSOLESASC",,"sdg-zaf-2"
"eedcf38f-117c-34bc-9b2e-b3fb704f00c7","Nephrops norvegicus - Northern Adriatic - Southern Adriatic","asfis:NEP+gfcm:17;gfcm:18","Norway lobster Adriatic Sea","assessment unit","approved","fao:37","false",,,"NEPHMEDGSA17-18",,"sdg-alb-hrv-ita-mne-svn-6"
"d6806592-b065-378f-a000-47f59a75f5e3","Clupea pallasii - Pacific herring Central Coast assessment area","asfis:HEP+grsf:CAN_HERRCC","Pacific herring Central Coast","assessment unit","approved","fao:67","false",,,"HERRCC",,"sdg-can-7"
"beb453cd-65ab-3045-a833-ac89625e35fb","Merluccius merluccius - South Tirrenian Sea - 11 - Ligurian and North Tirrenian Sea","asfis:HKE+gfcm:10;gfcm:11;gfcm:9","Hake Geographical Sub-Areas 9-11","assessment unit","approved","fao:37","false",,,"HAKEMEDGSA9-11",,"sdg-ita-6"
"46c4ea7a-edfd-320e-b94c-2a6ccfc1f781","Palinurus gilchristi - South Africa Lobster assessment area","asfis:SLS+grsf:zaf_sls","Southern spiny lobster South Africa South coast","assessment unit","approved","fao:47","true",,,"SSLOBSTERSASC",,"sdg-zaf-10"
"7669e558-7a15-34b5-9bbc-e6a18a0cacd6","Gadus chalcogrammus - Sea of Okhotsk","asfis:ALK+lme:52","Walleye pollock Okhotsk Sea","assessment unit","approved","fao:61","false",,,"APOLLOKS",,"sdg-jpn-3"
"e961f6c8-a99d-35af-a017-b27261083177","Istiophorus albicans - Sailfish Eastern Atlantic","asfis:SAI+iccat:SAI_E","Atlantic sailfish - East Atlantic","assessment unit","approved","fao:31;fao:34;fao:41;fao:27;fao:37;fao:47","false","Highly migratory","10017","SAILEATL",,
"c8532edc-f6bf-35d0-8064-7207b3087bd7","Kajikia albida - White Marlin Atlantic","asfis:WHM+iccat:WHM_ATL","White marlin Atlantic","assessment unit","approved","fao:31;fao:21;fao:34;fao:41;fao:27;fao:37;fao:77;fao:47","false","Highly migratory","10028","WMARLINATL",,
"b91b6e0a-b54e-39d2-8476-f03699f52657","Kajikia audax - Eastern Pacific Ocean","asfis:MLS+iattc:EPO","Striped marlin - Eastern Pacific","assessment unit","approved","fao:88;fao:67;fao:48;fao:81;fao:41;fao:87;fao:77","false","Highly migratory","10079","STMARLINNEPAC",,
"91d28a44-d3fc-3d86-85f2-bb021cda0dfc","Trachurus trachurus - Northern coastal subarea - Atlantic, East central / 34.3.12 - Atlantic, East central / 34.3.11","asfis:HOM+fao:34.1;fao:34.3.11;fao:34.3.12","Atlantic horse mackerel - Northwest Africa","assessment unit","approved","fao:34;fao:27;fao:37","false","Shared between nations","10095","HMACKNWA",,
"4675246f-dc5d-335e-a134-92afccd070b4","Engraulis encrasicolus - Northern Adriatic","asfis:ANE+gfcm:17","Anchovy - Northern Adriatic Sea","assessment unit","archived","fao:37","false","Shared between nations","13609","ANCHMEDGSA17",,
"430fd153-a8c2-3c61-9f3b-35eaaf20cb7c","Mullus barbatus - Gulf of Lion","asfis:MUT+gfcm:7","Red mullet - Gulf of Lion","assessment unit","approved","fao:37","false","Shared between nations","13618","RMULLMEDGSA7",,
