"uuid","grsf_name","grsf_semantic_id","short_name","type","status","parent_areas","sdg_flag","jurisdictional_distribution","firms_code","ram_code","fishsource_code","FAO_SDG14_4_1_questionnaire_code"
"3cdf4429-9a2f-3208-b241-1e5aec06ecd6","Aldrichetta forsteri - Marine Scalefish Fishery - Lakes and Coorong fishery","asfis:MAD+aus_sa_cf:LCF;aus_sa_cf:MSF","Yellow-eye mullet - Southern Australia","assessment unit","approved","fao:57","false",,,,"1900",
"0eb08038-925f-304e-ba57-6db483b08811","Portunus sanguinolentus - China","asfis:UNG+wja:CHN","Threespot swimming crab - China","marine resource","pending","fao:61","false",,,,"2397",
"57844289-081c-3909-b7a7-1b7dfd703a34","Epinephelus drummondhayi - Gulf of Mexico Fishery Management Council","asfis:EED+usa_fmc:GFMC","Speckled hind - Northern Gulf of Mexico","assessment unit","pending","fao:31","false",,,,"2543",
"4b50e5c1-5457-373d-9c38-a7b56531feb3","Metapenaeus monoceros - Gujarat","asfis:MPN+ind:GJ","Speckled shrimp - Gujarat","marine resource","pending","fao:51","false",,,,"2584",
"5d192ac8-8041-371f-a1f2-94bed818d0e9","Lutjanus vivanus - PECES (CARIBE)","asfis:LTJ+nic_inpesca_nfz:8","Silk snapper - Nicaragua Western Central Atlantic","marine resource","pending","fao:31","false",,,,"1122",
"de8466f0-8962-3661-8d1c-0e42f0a04724","Lutjanus purpureus - Guyana","asfis:SNC+wja:GUY","Southern red snapper - Guyana","marine resource","pending","fao:31","false",,,,"1125",
"417415c3-d2f3-396b-9412-a8324b931e9d","Leiostomus xanthurus - ASMFC","asfis:SPT+usa_mfc:ASMFC","Spot croaker - NW Atlantic Central","marine resource","pending","fao:31;fao:21","false",,,,"1132",
"b4e0be6a-b45b-32dd-8174-93fd97e72641","Cynoscion nebulosus - Georgia","asfis:SWF+usa_sw:GA","Spotted weakfish - Georgia","assessment unit","pending","fao:31","false",,,,"1149",
"3865d515-bdaf-3f0d-9a1a-44847ddef5ef","Paratapes undulatus - Pacific, Northwest - Pacific, Western Central","asfis:PAU+fao:61;fao:71","Undulate venus - Viet Nam","marine resource","pending","fao:61;fao:67;fao:81;fao:57;fao:71;fao:77","false",,,,"2343",
"734e9b38-5d92-3b55-92be-8733c097fc1d","Penaeus occidentalis - Camarón Costero Litoral Pacífico","asfis:WWP+nic_inpesca_nfz:3","Western white shrimp - Nicaragua","assessment unit","pending","fao:77","false",,,,"2588",
"1cb7fc76-b08e-3141-baad-da73f5e9d387","Syacium spp - Guatemala","unk:Syacium flounders nei+wja:GTM","Syacium flounders nei - Guatemala","marine resource","pending","fao:31;fao:77","false",,,,"2624",
"bf0cf375-5ba2-3876-83b7-0f13752defaa","Micropogonias furnieri - South Atlantic Fishery Management Council","asfis:CKM+usa_fmc:SAFMC","Whitemouth croaker - US Atlantic","marine resource","pending","fao:31;fao:21","false",,,,"1544",
"995cce66-dfc7-3935-8dca-4b7c49152d6d","Penaeus californiensis - Pacific, Eastern Central","asfis:YPS+fao:77","Yellowleg shrimp - Sonora","assessment unit","pending","fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"1468",
"c764e660-40f3-3a1b-90ee-48d4175feacd","Penaeus occidentalis - Pacific, Eastern Central - Panama","asfis:WWP+fao:77;wja:PAN","Western white shrimp - Panama","marine resource","pending","fao:31;fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"2537",
"14a11ddd-25df-30f4-8f1d-b959a8e5874f","Isurus oxyrinchus - Atlantic, Southeast - Atlantic, Southwest","asfis:SMA+fao:41;fao:47","Shortfin mako - South Atlantic","assessment unit","pending","fao:31;fao:34;fao:48;fao:58;fao:41;fao:51;fao:87;fao:47","false",,,,"2764",
"622a8c57-bbda-3d3c-ac1b-0c241f850f3f","Pandalus platyceros - Pacific Fishery Management Council","asfis:PWY+usa_fmc:PFMC","Spot shrimp - US Pacific Coast","marine resource","pending","fao:67;fao:77","false",,,,"1700",
"60b5191f-9eca-3f14-bf8e-11b048aa746c","Glyptocephalus cynoglossus - Iceland","asfis:WIT+wja:ISL","Witch flounder - Icelandic","marine resource","approved","fao:27","false",,,,"1708",
"93a88906-773d-3112-8487-0337eef75109","Siganus canaliculatus - Gulf of Thailand - Thailand","asfis:SCN+lme:35;wja:THA","White-spotted spinefoot - Thai Gulf of Thailand","marine resource","pending","fao:57;fao:71","false",,,,"2071",
"7b8da436-f73b-38a5-b378-5570eb4b8d1d","Aluterus monoceros - Gulf of Thailand - Thailand","asfis:ALM+lme:35;wja:THA","Unicorn leatherjacket filefish - Thai Gulf of Thailand","marine resource","pending","fao:57;fao:71","false",,,,"2074",
"c5b4d88f-16b0-3b07-8bc6-3531f92ea3a5","Limanda aspera - Yellowfinsole(GulfofAlaska)","asfis:YES+usa_efh_npfmc:Yellowfinsole(GulfofAlaska)","Yellowfin sole - Gulf of Alaska","assessment unit","pending","fao:67","false",,,,"1985",
"58b75eeb-2949-3b07-a69c-dab89abec93c","Pleuronectes platessa - Skagerrak (Subdivision 27.3.a.20) - North Sea (Subarea 27.4)","asfis:PLE+fao:27.3.a.20;fao:27.4","Plaice - North Sea and Skagerrak","assessment unit","approved","fao:27","false",,"10370",,"1753","sdg-bel-deu-dnk-fra-gbr-nld-nor-swe-5"
"c4826ecb-1c00-34ad-a5d1-010e1c53775c","Placopecten magellanicus - Scallop Production Area 1B","asfis:SCA+can_dfo_spa_sca:1B","American sea scallop - Bay of Fundy SPA 1B","assessment unit","approved","fao:21","false",,,,"645",
"04e7a848-ef38-3d18-b2c2-98fc341f4c18","Scomber australasicus - Small Pelagic Fishery West","asfis:MAA+aus_cwf:SPF_W","Blue mackerel - Western Australia","assessment unit","pending","fao:57","false",,,,"1905",
"3d42b4b0-eaad-39f3-8c23-2ed1378049ef","Penaeus brevirostris - Costa Rica - Pacific, Eastern Central","asfis:CSP+fao:77;wja:CRI","Crystal shrimp - Central Eastern Pacific","marine resource","pending","fao:31;fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"2259",
"2186ece4-21df-3256-83ca-de81da5783cc","Sebastes spp - Atlantic, Northwest / 21.3.K - Atlantic, Northwest / 21.2","asfis:RED+fao:21.2;fao:21.3.K","Atlantic redfishes nei - Labrador coast and North Newfoundland","assessment unit","pending","fao:21;fao:27;fao:18","false",,,,"2695",
"e54fa863-79be-30bd-9881-5c163a196005","Cerastoderma edule - Southern North Sea (Division 27.4.c)","asfis:COC+fao:27.4.c","Common edible cockle - Thames River Estuary","marine resource","pending","fao:27","false",,,,"2597",
"03412777-b7a3-3f88-888d-274604ce6b17","Rhinoptera bonasus - Atlantic, Western Central","asfis:MRB+fao:31","Cownose ray - Southern New England/Mid Atlantic","marine resource","pending","fao:31;fao:21;fao:34;fao:41;fao:27","false",,,,"1784",
"7c06d70b-3fab-30c6-a79a-625c9cd895b1","Dicentrarchus labrax - Bay of Biscay - Central (Division 27.8.b) - Bay of Biscay - North (Division 27.8.a)","asfis:BSS+fao:27.8.a;fao:27.8.b","European seabass - Northern and Central Bay of Biscay","assessment unit","pending","fao:27","false",,,,"2740",
"86301eaf-8974-37bc-aec4-59eb5ea26154","Anarhichas lupus - Atlantic, Northwest / 21.4.V - Atlantic, Northwest / 21.4.W - Atlantic, Northwest / 21.4.X - Atlantic, Northwest / 21.5.Z.e","asfis:CAA+fao:21.4.V;fao:21.4.W;fao:21.4.X;fao:21.5.Z.e","Atlantic wolffish - Scotian Shelf, Georges Bank and Bay of Fundy","assessment unit","approved","fao:21","false",,,,"701",
"710641d3-d29f-3a71-965a-fb8a894f7afb","Mallotus villosus - Norwegian Sea (Division 27.2.a) - Iceland and Faroes Grounds (Subarea 27.5) - East Greenland (Subarea 27.14)","asfis:CAP+fao:27.14;fao:27.2.a;fao:27.5","Capelin - Icelandic","assessment unit","approved","fao:21;fao:27;fao:18","false",,,,"752",
"ade85db9-8750-3370-93ec-e7f37eebe81a","Xiphopenaeus kroyeri - Guyana","asfis:BOB+wja:GUY","Atlantic seabob - Guyanese","assessment unit","pending","fao:31","false",,,,"695",
"fc534051-e914-339d-a068-7530d9e39fb1","Donax deltoides - Marine Scalefish Fishery - Lakes and Coorong fishery","asfis:DNE+aus_sa_cf:LCF;aus_sa_cf:MSF","Goolwa donax - Southern Australia","assessment unit","approved","fao:57","false",,,,"1921",
"2396768a-23ce-33e8-8a09-767bff44fd2a","Exocoetidae - Laut Banda WPP714","asfis:FLY+idn_wpp:714","Flyingfishes nei - Indo Banda Sea","marine resource","pending","fao:57;fao:71","false",,,,"1812",
"c47258ef-50ca-3323-aad0-9c474a907499","Metapenaeus dobsoni - Kerala","asfis:MPD+ind:KL","Kadal shrimp - Kerala","marine resource","pending","fao:57;fao:51","false",,,,"2438",
"1a382007-9923-3de2-810c-bbb2c1b9381d","Loligo duvauceli - Karnataka","asfis:OJD+ind:KA","Indian squid - Karnataka","marine resource","pending","fao:51","false",,,,"2456",
"bb72f3eb-4a15-3c80-a1d8-6d1f2b18ee3e","Pecten maximus - Celtic Sea North (Division 27.7.g)","asfis:SCE+fao:27.7.g","Great Atlantic scallop - Celtic Sea","assessment unit","pending","fao:27","false",,,,"800",
"28354299-20bd-3290-9e10-54d5a02e1c3c","Argyrosomus regius - Morocco","asfis:MGR+wja:MAR","Meagre - Morocco","marine resource","pending","fao:34;fao:37","false",,,,"2514",
"cccfcead-4aae-373a-86bc-53c92e0d681b","Rastrelliger kanagurta - Philippines FMA 4","asfis:RAG+phl_fma:4","Indian mackerel - Philippines FMA 4","marine resource","approved","fao:71","false",,,,"2530",
"91d347ae-843e-3b09-9e6b-aca5da46d87a","Molva molva - Atlantic, Northeast","asfis:LIN+fao:27","Ling - Eastern English Channel, Western English Channel, Bristol Channel","marine resource","pending","fao:31;fao:21;fao:34;fao:27;fao:37;fao:18","false",,,,"1849",
"5f27f698-b42d-3a1b-89a0-c120552cb065","Zeus faber - Irish Sea, West of Ireland, Porcupine Bank, Eastern and Western English Channel, etc (Subarea 27.7)","asfis:JOD+fao:27.7","John dory - United Kingdom","marine resource","pending","fao:27","false",,,,"2781",
"e3877775-488c-3f6e-83aa-7579e04cd96f","Merluccius productus - Pacific, Eastern Central","asfis:NHA+fao:77","North Pacific hake - Mexico Baja California","assessment unit","pending","fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"1882",
"80e56f39-54fd-38fe-8971-964f3b55e9eb","Sebastes norvegicus - North of Azores (Subarea 27.12) - East Greenland (Subarea 27.14) - Iceland and Faroes Grounds (Subarea 27.5) - Rockall, Northwest Coast of Scotland and North Ireland (Subarea 27.6)","asfis:REG+fao:27.12;fao:27.14;fao:27.5;fao:27.6","Golden redfish - Iceland, Faroes and E Greenland","assessment unit","pending","fao:21;fao:27;fao:18","false",,,,"798",
"b4647eff-673c-3cce-aee8-75496be73c4e","Chionoecetes opilio - Atlantic, Northwest","asfis:CRQ+fao:21","Queen crab - S Gulf of St. Lawrence","assessment unit","pending","fao:31;fao:21;fao:27;fao:18","false",,,,"1110",
"a5f109df-7763-327f-a851-02061202aabf","Chionoecetes opilio - Atlantic, Northwest","asfis:CRQ+fao:21","Queen crab - W Greenland","assessment unit","pending","fao:31;fao:21;fao:27;fao:18","false",,,,"1105",
"b5528f5c-75c0-39e8-8f38-ed0322ef0840","Chionoecetes opilio - Atlantic, Northwest","asfis:CRQ+fao:21","Queen crab - Newfoundland and Labrador","assessment unit","pending","fao:31;fao:21;fao:27;fao:18","false",,,,"1107",
"507e8fb9-fe72-3305-b7ba-b4527bf9e35e","Chionoecetes opilio - Atlantic, Northwest","asfis:CRQ+fao:21","Queen crab - Estuary and N Gulf of St Lawrence","assessment unit","pending","fao:31;fao:21;fao:27;fao:18","false",,,,"1104",
"43cbf46a-8f4e-32d1-96d3-f312ef46947b","Chionoecetes opilio - Atlantic, Northwest","asfis:CRQ+fao:21","Queen crab - Nova Scotia","assessment unit","pending","fao:31;fao:21;fao:27;fao:18","false",,,,"1109",
"2f2f603e-b7a6-3c98-a707-b19ee35cb8e2","Gadus macrocephalus - Pacificcod(GulfofAlaska)","asfis:PCO+usa_efh_npfmc:Pacificcod(GulfofAlaska)","Pacific cod - Gulf of Alaska","assessment unit","pending","fao:67","false",,,,"1294",
"b20077a7-932c-3c73-92fe-62045840e3c2","Elagatis bipinnulata - Laut Araufa WPP 718","asfis:RRU+idn_wpp:718","Rainbow runner - Aru Sea, Arafura Sea and Eastern of Timor Sea","assessment unit","pending","fao:57;fao:71","false",,,,"2635",
"4f63db37-1f7f-3e16-a469-8fb0399b6d8a","Dissostichus eleginoides - Indian Antarctic 58.5.1 - Indian Antarctic 58.6 - Indian Antarctic 58.5.2 - Indian Ocean, West / 51.7","asfis:TOP+fao:51.7;fao:58.5.1;fao:58.5.2;fao:58.6","Patagonian toothfish - Heard Island and McDonald Islands","assessment unit","pending","fao:58;fao:57;fao:51","false",,,,"848",
"878a6b99-3abd-338d-b444-20db3e225a07","Dissostichus eleginoides - Indian Antarctic 58.5.1 - Indian Antarctic 58.6 - Indian Antarctic 58.5.2 - Indian Ocean, West / 51.7","asfis:TOP+fao:51.7;fao:58.5.1;fao:58.5.2;fao:58.6","Patagonian toothfish - Kerguelen Islands","assessment unit","pending","fao:58;fao:57;fao:51","false",,,,"849",
"f6131606-099a-3f21-93b0-348c4eeced2e","Pterois volitans - United States - Atlantic, Northwest - Atlantic, Western Central","asfis:PZO+fao:21;fao:31;wja:USA","Red lionfish - US Atlantic","marine resource","pending","fao:31;fao:21;fao:34;fao:67;fao:41;fao:27;fao:77;fao:18","false",,,,"2195",
"15b1807c-ce71-35f2-9ca7-ee38cbd44625","Procambarus clarkii - Louisiana","asfis:RCW+usa_sw:LA","Red swamp crawfish - Louisiana territorial Sea","marine resource","pending","fao:31","false",,,,"1618",
"c6af1b30-389f-3ef7-8436-ff7d63b7ac7e","Dissostichus eleginoides - Indian Antarctic 58.5.1 - Indian Antarctic 58.6 - Indian Antarctic 58.5.2 - Indian Ocean, West / 51.7","asfis:TOP+fao:51.7;fao:58.5.1;fao:58.5.2;fao:58.6","Patagonian toothfish - Crozet Islands","assessment unit","pending","fao:58;fao:57;fao:51","false",,,,"1856",
"ef231444-4bad-3ef1-a62a-09c3e415ac6e","Limanda aspera - West Bering Sea Zone - West Bering Sea Zone","asfis:YES+rus:61.01;rus:67.01","Yellowfin sole - West Bering Sea","marine resource","pending","fao:61;fao:67","false",,,,"2012",
"f59a04d9-d05d-357e-a167-7090bd6c9e88","Penaeus californiensis - Pacific, Eastern Central","asfis:YPS+fao:77","Yellowleg shrimp - Gulf of Tehuantepec","assessment unit","pending","fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"2348",
"3dab86ee-23a9-3205-9c15-1277635f335b","Metapenaeus monoceros - Karnataka","asfis:MPN+ind:KA","Speckled shrimp - Karnataka","marine resource","pending","fao:51","false",,,,"2585",
"e2eae5c8-b701-31c8-bdba-e722088b8423","Pecten fumatus - Bass Strait Central Zone Scallop Fishery","asfis:SSC+aus_cwf:BSCZSF","Southern Australia scallop - Bass Strait","assessment unit","pending","fao:81;fao:57","false",,,,"2621",
"51b50337-aaea-3bc3-82b5-55ffa18d9b53","Penaeus californiensis - Pacific, Eastern Central","asfis:YPS+fao:77","Yellowleg shrimp - BahÃ­a Magdalena Western Baja","assessment unit","pending","fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"1466",
"e8d46eb4-f0e1-3530-a11b-a57601f6a9cb","Penaeus californiensis - Pacific, Eastern Central","asfis:YPS+fao:77","Yellowleg shrimp - Sinaloa-Nayarit","assessment unit","pending","fao:61;fao:67;fao:81;fao:87;fao:77;fao:71","false",,,,"1467",
"235a42de-96e1-37ef-8318-754f86a47263","Sander volgensis - Asia","asfis:SAV+fao:04","Volga pikeperch - Lake Balkhash-Kazakhstan","assessment unit","pending","fao:04;fao:57;fao:71","false",,,,"2706",
"26e340ce-890f-3f5d-88e3-4fd9393e9e04","Merluccius merluccius - Southern Adriatic","asfis:HKE+gfcm:18","European hake - Southern Adriatic Sea","assessment unit","approved","fao:37","true",,"13617",,,"sdg-alb-hrv-ita-mne-svn-11"
"23fd6734-b7cd-37eb-8b43-03b1495dd7af","Pagellus erythrinus - Levant","asfis:PAC+gfcm:27","Common pandora - Eastern Levant Sea","assessment unit","approved","fao:37","true",,"13999",,,"sdg-lbn-2"
"ed47357c-02a1-3eca-921e-27197fa66709","Merluccius merluccius - Southern Alboran Sea - Alboran Island - Northern Alboran Sea","asfis:HKE+gfcm:1;gfcm:2;gfcm:3","European hake - Mediterranean","assessment unit","pending","fao:37","false",,,,,"sdg-esp-mar-1"
"3dbd5479-589d-3f81-ab07-6bbfb55a8094","Illex coindetii - South Tirrenian Sea","asfis:SQM+gfcm:10","Broadtail shortfin squid - South Tyrrhenian Sea","marine resource","approved","fao:37","true",,,,,"sdg-ita-64"
"34109b77-5ebe-309c-8184-f408cc64be2e","Pristipomoides filamentosus - Aprion virescens - Aphareus rutilans - Mahe Island and Seychelles Bank - Amirantes Islands","asfis:ARQ;asfis:AVR;asfis:PFM+syc_sfa_faz:1;syc_sfa_faz:5","Aprion virescens, Pristipomoides filamentosus, and other jobfish - Seychelles Mahe Plateau","assessment unit","pending","fao:51","false",,,,,"sdg-syc-20"
"febee9ae-d159-3ce7-b390-23c522753ec3","Ocyurus chrysurus - South West Cuba","asfis:SNY+cub_mip_sfmz:SW","Yellowtail snapper - South West Cuba (Rabirrubia, Suroccidental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-25"
"b334c8ea-d938-3295-97d9-93841526c607","Selar crumenophthalmus - Cape Verde insular","asfis:BIS+fao:34.3.2","Bigeye scad - Cape Verde insular","assessment unit","approved","fao:34","true",,,,,"sdg-cpv-2"
"2c5a413d-26c3-36d8-ba10-5d652f48bf7b","Penaeidae - Samudera Hindia WPP 572","asfis:PEZ+idn_wpp:572","Penaeid shrimps nei - Indian Ocean West Sumatera and Sunda Strait","assessment unit","pending","fao:57;fao:71","false",,,,,"sdg-idn-129"
"d7494e08-0e62-38cc-9a83-765ad8eedc34","Aliger gigas - North West Cuba","asfis:COO+cub_mip_sfmz:nw","Queen Conch - North West Cuba  (Cobo, Nororiental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-1"
"e93bbec5-8833-32b3-a9ac-0c843b539904","Sardinella spp - Bangladesh","asfis:SIX+wja:bgd","Sardinellas nei - Bangladesh","marine resource","pending","fao:57","false",,,,,"sdg-bgd-22"
"bbe18797-1f08-3a2e-9531-3078c3b1eecc","Mora moro - Azores Grounds Non-NEAFC Regulatory Area (Subdivision 27.10.a.2)","asfis:RIB+fao:27.10.a.2","Common mora - Azores Grounds","marine resource","pending","fao:34;fao:27","false",,,,,"sdg-prt-15"
"7fcec3a5-e71e-3be4-adf2-c4fe2aa8f08b","Caranx hippos - Colombia","asfis:CVJ+fao:31.7.1","Crevalle jack - Columbia Atlantic","assessment unit","approved","fao:31","true",,,,,"sdg-col-10"
"a14ea754-7d9b-3083-8bbe-25e7e46ada2f","Xiphopenaeus riveti - Pacific, Southeast / 87.1.21 - Pacific, Southeast / 87.1.11","asfis:TIT+fao:87.1.11;fao:87.1.21","Pacific seabob - Pacific, Southeast / 87.1","assessment unit","approved","fao:87;fao:77","true",,,,,"sdg-col-4"
"ae5c8924-1136-3f49-82a8-292f50333b70","Sarda sarda - Gulf of Gabes - Northern Tunisia - Gulf of Hammamet","asfis:BON+gfcm:12;gfcm:13;gfcm:14","Atlantic bonito - Northern Tunisia, Gulf of Hammamet, Gulf of Gabes","assessment unit","approved","fao:37","true",,,,,"sdg-tun-29"
"f1259a03-feba-3e85-9659-c27c010f112a","Ocyurus chrysurus - South East Cuba","asfis:SNY+cub_mip_sfmz:se","Yellowtail snapper - South East Cuba (Rabirrubia, Suroriental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-24"
"b27390e2-e03b-3eca-942f-cd264bfe15be","Micropogonias spp - Bangladesh","asfis:CRX+wja:bgd","Croakers nei - Bangladesh","assessment unit","pending","fao:57","false",,,,,"sdg-bgd-12"
"734c161d-6304-3d53-b583-c6731a84dc60","Sepia officinalis - South Tirrenian Sea","asfis:CTC+gfcm:10","Common cuttlefish - South Tyrrhenian Sea","marine resource","approved","fao:37","true",,,,,"sdg-ita-35"
"45c0939e-62c5-32b3-b36f-f4e6be079c9b","Centropomus viridis - Pacific, Southeast / 87.1.21 - Pacific, Southeast / 87.1.11","asfis:JPV+fao:87.1.11;fao:87.1.21","White snook - Colombia Pacific","assessment unit","pending","fao:87;fao:77","false",,,,,"sdg-col-36"
"471a998d-66b2-3783-9bfb-ef26f23d06c6","Dasyatidae - South East Cuba","asfis:STT+cub_mip_sfmz:se","Stingrays - South East Cuba (Rayas, Suroriental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-29"
"ec9a77c2-8869-39f3-8845-5ca3cec3b1b5","Lutjanus vivanus - Saba","asfis:LTJ+wja:BES_SBA","Silk snapper - Saba Bank","assessment unit","approved","fao:31","true",,,,,"sdg-bes-24"
"cc8ac3bc-fc1b-3b6b-9697-2b3e565db969","Lutjanus buccanella - Saba","asfis:LJU+wja:BES_SBA","Blackfin snapper - Saba Bank","assessment unit","approved","fao:31","true",,,,,"sdg-bes-17"
"4bccf221-7016-3179-b539-9c1196237a50","Panulirus argus - North East Cuba","asfis:SLC+cub_mip_sfmz:NE","Caribbean Spiny Lobster - North East Cuba (Langosta espinosa, Nororiental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-15"
"3f03276f-a2d5-384d-beb0-6899da629f0f","Pagrus pagrus - Northern Tunisia - Gulf of Hammamet","asfis:RPG+gfcm:12;gfcm:13","Red porgy - Northern Tunisia, Gulf of Hammamet","assessment unit","approved","fao:37","true",,,,,"sdg-tun-27"
"bc586c0d-e7e6-383e-8a9d-276d1df094ad","Aliger gigas - North Central Cuba","asfis:COO+cub_mip_sfmz:NC","Queen Conch - North Central Cuba (Cobo, Norcentral)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-36"
"8a500c7d-f8f2-3cee-b1a9-4635f041e7d5","Scomberomorus brasiliensis - Colombia","asfis:BRS+fao:31.7.1","Serra Spanish mackerel - Columbia Atlantic (Serra Spanish mackerel - Caribe colombiano)","assessment unit","approved","fao:31","true",,,,,"sdg-col-28"
"57bbd9e2-b6ad-3043-8db0-ca309bbb64f1","Rutilus rutilus - Gulf of Finland (Subdivision 27.3.d.32) - Bothnian Bay (Subdivision 27.3.d.31) - Bothnian Sea (Subdivision 27.3.d.30) - Archipelago Sea (Subdivision 27.3.d.29)","asfis:FRO+fao:27.3.d.29;fao:27.3.d.30;fao:27.3.d.31;fao:27.3.d.32","Roach - Archipelago Sea (Subdivision 27.3.d.29), Bothnian Sea (Subdivision 27.3.d.30), Bothnian Bay (Subdivision 27.3.d.31), Gulf of Finland (Subdivision 27.3.d.32)","marine resource","approved","fao:27","true",,,,,"sdg-fin-4"
"1bcf36f7-c5af-3e4f-b9b0-3a7578c19de5","Brotula clarki - Ecuador","asfis:OBK+wja:ecu","Brotula clarkae - Ecuador","marine resource","pending","fao:87","false",,,,,"sdg-ecu-13"
"4b330903-eb36-3ccc-baf7-6a5df97d7232","Lutjanus malabaricus - Laut Jawa WPP 712 - Laut Flores WPP 713 - Laut Banda WPP714 - Laut Maluku WPP 715 - Laut Sulawesi WPP 716 - Samudera Pacific WPP 717 - Laut Araufa WPP 718","asfis:MAL+idn_wpp:712;idn_wpp:713;idn_wpp:714;idn_wpp:715;idn_wpp:716;idn_wpp:717;idn_wpp:718","Malabar blood snapper - Java Sea, Makassar Strait, Bone Bay, Flores Sea and Bali Sea, Tolo Bay and Banda Sea, Tomini Bay, Maluku, Halmahera and Seram Seas, Sulawesi Sea and Northern of Halmahera Island, Cendrawasih Bay and Pacific Ocean, Aru Sea, Arafura Sea and Eastern of Timor Sea","assessment unit","approved","fao:57;fao:71","true",,,,,"sdg-idn-20"
"fd6f2940-d95e-334f-bafb-cc001e5d44f4","Merluccius australis - 87.3.12 - 87.3.11 - Southern Coastal (Subdivision 87.3.14)","asfis:HKN+fao:87.3.11;fao:87.3.12;fao:87.3.14","Southern hake - Southern Coastal (Subdivisions 87.3.11; 87.3.12; 87.3.14)","assessment unit","pending","fao:87","false",,,,,"sdg-chl-21"
"4cefe38d-55c4-3ba3-8768-21836a79ad9a","Lutjanus malabaricus - Northern Territory","asfis:MAL+aus_gov_adw:NT","Malabar blood snapper - Timor, Arafura Seas","assessment unit","pending","fao:57;fao:71","false",,,,,"sdg-aus-36"
"2376a7f4-b7f6-3918-8016-ba957c80436f","Chelidonichthys lucerna - Southwest of Ireland - East (Division 27.7.j) - Celtic Sea South (Division 27.7.h) - Bristol Channel (Division 27.7.f) - Celtic Sea North (Division 27.7.g) - Eastern English Channel (Division 27.7.d) - Western English Channel (Division 27.7.e) - Bay of Biscay - North (Division 27.8.a) - Bay of Biscay - Central (Division 27.8.b) - Southern North Sea (Division 27.4.c) - Irish Sea (Division 27.7.a) - Central North Sea (Division 27.4.b)","asfis:GUU+fao:27.4.b;fao:27.4.c;fao:27.7.a;fao:27.7.d;fao:27.7.e;fao:27.7.f;fao:27.7.g;fao:27.7.h;fao:27.7.j;fao:27.8.a;fao:27.8.b","Tub gurnard - North Sea, Irish Sea, English Channel, Bristol Channel, Celtic Sea, Southwest of Ireland East, Bay of Biscay (Divisions 27.4.b-c, 27.7.a,d-j, 27.8.a-b)","marine resource","pending","fao:27","false",,,,,"sdg-bel-3"
"aedb7fab-5ac4-3b57-b254-e3d0c97ef236","Penaeus notialis - South East Cuba","asfis:SOP+cub_mip_sfmz:se","Pink Shrimp - South East Cuba (Camarón rosado, Suroriental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-27"
"647c98d7-3af9-3444-ab26-48232faac1d0","Aliger gigas - South East Cuba","asfis:COO+cub_mip_sfmz:se","Queen Conch - South East Cuba (Cobo, Suroriental)","assessment unit","approved","fao:31","true",,,,,"sdg-cub-2"
"5a99d67a-bcea-3e20-a328-058acae7c654","Mycteroperca venenosa - Sint-Eustatius","asfis:MKV+wja:BES_SEU","Yellowfin grouper - Sint Eustatius","assessment unit","approved","fao:31","true",,,,,"sdg-bes-33"
"8f05d482-9c31-3971-b485-0bd26707d127","Panulirus ornatus - Coral Sea Fishery - Queensland Crayfish and Rock Lobster Fishery - Torres Strait Fishery","asfis:NUR+aus_cwf:CS;aus_cwf:TSF;aus_qld_cf:QCRLF","Ornate spiny lobster - North Eastern Australia","assessment unit","pending","fao:71","false",,,,,"sdg-aus-32"
"c7b19d6f-c1c4-3f9c-a8b1-bb3f6c0c3fe4","Palinurus elephas - Azores Grounds Non-NEAFC Regulatory Area (Subdivision 27.10.a.2)","asfis:SLO+fao:27.10.a.2","Common spiny lobster - Azores Grounds","marine resource","pending","fao:34;fao:27","false",,,,,"sdg-prt-13"
"eed41f23-4737-3121-9493-6fa67f59d2be","Lepturacanthus savala - Bangladesh","asfis:SVH+wja:bgd","Savalai hairtail - Bangladesh","assessment unit","pending","fao:57","false",,,,,"sdg-bgd-13"
"641c05a3-5b84-35db-8a29-3f8ad6d0d21d","Centropomus undecimalis - Colombia","asfis:SNO+fao:31.7.1","Common snook - Columbia Atlantic","assessment unit","approved","fao:31","true",,,,,"sdg-col-21"
"3bb22851-5764-3ee3-a86f-1474005a7126","Sphyraena obtusata - Sphyraena barracuda - Sphyraena putnamae - Sphyraena jello - Sphyraena spp - Mahe Island and Seychelles Bank - Amirantes Islands","asfis:BAC;asfis:BAN;asfis:BAR;asfis:GBA;asfis:YRB+syc_sfa_faz:1;syc_sfa_faz:5","Sphyraenidae - Seychelles Mahe Plateau","assessment unit","pending","fao:51","false",,,,,"sdg-syc-25"
